incident_id,Incident_date,state,city_or_county,address,killed,injured
491864,2015-03-07,Arkansas,Little Rock,3140 Olive St,0,4
1701714,2020-06-10,Arkansas,Little Rock,900 Park St,2,4
1715616,2020-06-24,Arkansas,Little Rock,Melwood St,0,4
1386575,2019-05-04,Arkansas,Little Rock,W 27th St and Tatnall St,0,4
663106,2016-09-26,Arkansas,Little Rock,5450 Weslayan St,1,6
2028745,2021-06-08,Colorado,Littleton (Highlands Ranch),2246 Eldridge Ave,1,4
1712898,2020-06-22,Colorado,Littleton (Highlands Ranch),627 W Broadway,0,4
1137547,2018-06-10,California,Livermore,300 block of W Park Ave,0,7
1740013,2020-07-19,Texas,Livingston,11300 block of South Carpenter St,2,3
1839628,2020-10-31,Texas,Livingston,2800 block of Normington Dr,0,4
508356,2016-02-20,New York,Lockport,200 block of Elm Street,1,3
308201,2015-03-14,Montana,Lodge Grass,84000 block of Bagdad Avenue,0,4
1437094,2019-07-01,California,Long Beach,1200 block of N Luzerne Ave,0,4
1185040,2018-08-11,California,Long Beach,1280 Summit St,0,4
597366,2016-07-07,California,Long Beach,2136 North Lobdell Avenue,0,4
1141645,2018-06-14,California,Long Beach,32992 Mission Blvd,0,5
129730,2014-04-27,California,Long Beach,Fourth Street,0,5
1160418,2018-07-08,California,Long Beach,565 US-80,0,6
1711410,2020-06-21,California,Long Beach,2939 Hennepin Ave S,0,11
1031851,2018-01-21,California,Long Beach (North Long Beach),3200 W Division St,0,4
629663,2016-08-13,New Jersey,Long Branch,6300 block of 11th Avenue,0,4
1863726,2020-11-28,Tennessee,Lookout Valley,1695 Richland Ave E,1,10
1739097,2020-07-17,South Carolina,Loris,E 6th Ave and Summit St,0,4
2014381,2021-05-24,California,Los Angeles,127 Jackson St,4,0
1138324,2018-06-11,California,Los Angeles,4932 Eaglesmere Dr,6,0
1209006,2018-09-12,California,Los Angeles,660 Manwell Blvd,6,0
585821,2016-06-22,California,Los Angeles,500 block of Dutterow Road SE,3,1
2119101,2021-09-18,California,Los Angeles,3164 E Main St,2,2
1018295,2018-01-01,California,Los Angeles,2025 Sparkman Dr NW,1,3
1704217,2020-06-12,California,Los Angeles,E 233rd St and Bronx River Pkwy,1,3
98836,2014-01-21,California,Los Angeles,Springfield Avenue ,2,3
1943271,2021-02-27,California,Los Angeles,1200 block of 7th St S,0,4
725338,2016-12-11,California,Los Angeles,1200 block of East Highland Ave,0,4
432072,2015-10-17,California,Los Angeles,160 Easy Shopping Place,0,4
2060605,2021-07-12,California,Los Angeles,180th St and 145th Dr,0,4
535927,2016-04-07,California,Los Angeles,2200 block of East 70th Place,0,4
1374920,2019-04-13,California,Los Angeles,23500 block of Alessandro Blvd,0,4
769859,2017-02-07,California,Los Angeles,25 Par Drive,1,4
1665735,2020-04-24,California,Los Angeles,3233 Diplomat Dr,0,4
1043447,2018-02-05,California,Los Angeles,4225 Galley Rd,2,4
1137586,2018-06-10,California,Los Angeles,4745 N Richardt Ave,1,4
1382099,2019-04-28,California,Los Angeles,514 19th St Ensley,0,4
1969633,2021-04-04,California,Los Angeles,6035 S M L King Jr Pkwy,0,4
954428,2017-10-07,California,Los Angeles,87th Ave and Thomas Rd,0,4
338034,2015-05-10,California,Los Angeles,Bostwick Avenue,0,4
880738,2017-07-02,California,Los Angeles,SC 72 Bypass,0,4
1711747,2020-06-21,California,Los Angeles,W Ferry St and Niagara St,0,4
1985432,2021-04-24,California,Los Angeles,100 block of Bourbon St,0,5
1842421,2020-11-02,California,Los Angeles,136 Sturges Ave,0,5
1410329,2019-05-30,California,Los Angeles,14000 block of Grace Ave,0,5
1753561,2020-08-02,California,Los Angeles,200 block of 6th Ave,0,5
165089,2014-07-27,California,Los Angeles,2000 block of East John Avenue,0,5
2110077,2021-09-07,California,Los Angeles,351 N Mosley St,1,5
2006204,2021-05-16,California,Los Angeles,4766 Redan Rd,1,5
568528,2016-05-30,California,Los Angeles,500 block of East 43rd Street,0,5
691113,2016-11-01,California,Los Angeles,5200 block of Zodiac Rd,1,5
1302060,2019-01-16,California,Los Angeles,Emerson St and Spring Park Rd,1,5
567614,2016-05-29,California,Los Angeles,13210 Memorial Dr,2,6
2033905,2021-06-13,California,Los Angeles,9161 Rainbow Hwy,1,6
1702172,2020-06-11,California,Los Angeles,1200 block of Mt Olivet Rd NE,0,7
1772623,2020-08-23,California,Los Angeles,2901 W 28th Ave,0,7
1725108,2020-07-05,California,Los Angeles,1701 White Horse Rd,2,8
693374,2016-11-05,California,Los Angeles,420 14th Street,0,8
152468,2014-06-29,California,Los Angeles,700 block of Bourbon St,1,9
2019622,2021-05-30,California,Los Angeles,7630 NW 186th St,3,20
1425161,2019-06-17,California,Los Angeles (Boyle Heights),E Market St and Tower of the Americas Way,0,4
1690439,2020-05-27,California,Los Angeles (Hollywood),1100 block of William Ct,0,5
155943,2014-07-07,California,Los Angeles (Watts),312  E Baseline Street ,1,4
1858965,2020-11-21,Kentucky,Louisville,1307 Cornhusker Rd,2,2
1698987,2020-06-07,Kentucky,Louisville,50 block of S Seeley Ave,1,3
1206409,2018-09-09,Kentucky,Louisville,550 S McLean Blvd,1,3
1725098,2020-07-04,Kentucky,Louisville,8300 block of S Kingston Ave,1,3
778182,2017-02-19,Kentucky,Louisville,Church Street and East Virginia Beach Blvd,1,3
605475,2016-07-17,Kentucky,Louisville,Tidwell Rd and Homestead Rd,1,3
1989023,2021-04-27,Kentucky,Louisville,200 block of Glen Crest Dr,1,4
1805722,2020-09-26,Kentucky,Louisville,2400 block of W Lithuanian Plaza Ct,0,4
526380,2016-03-21,Kentucky,Louisville,5700 block of West Washington Boulevard,0,4
548333,2016-04-26,Kentucky,Louisville,6500 block of Hil-Mar Drive,1,4
162687,2014-07-23,Kentucky,Louisville,700 block of Hickory St,0,4
361014,2015-06-19,Kentucky,Louisville,80 River Street,0,4
1795391,2020-09-14,Kentucky,Louisville,Burgess Dr,0,4
1440257,2019-07-05,Kentucky,Louisville,Elton St and Belmont Ave,0,4
377181,2015-07-19,Kentucky,Louisville,Interstate 64 and Raliegh Street,0,4
1159820,2018-07-09,Kentucky,Louisville,Southland Blvd and Orange Blossom Trail,1,4
106394,2014-02-12,Kentucky,Louisville,2220 block of Broadway,0,5
1015336,2017-12-26,Kentucky,Louisville,NW 18th Ave and 86th Ter,0,5
1640278,2020-03-13,Kentucky,Louisville,Wagner St and Hero Blvd,0,5
1475924,2019-08-11,Kentucky,Louisville,3500 block of W Lake St,0,6
172304,2014-08-10,Illinois,Lovejoy (Brooklyn),5400 block of Burgundy St,2,5
975817,2017-10-28,Massachusetts,Lowell,1327 N Huron St,0,4
1565216,2019-12-06,Massachusetts,Lowell,280 Taylor Rd,4,8
166970,2014-07-26,Texas,Lubbock,Third Ave and Redbud St,1,3
481849,2016-01-08,Texas,Lubbock,1700 E Capitol St NE,0,4
1800026,2020-09-19,Texas,Lubbock,Glenwood Ave and Jefferson Ave,1,4
1759439,2020-08-08,Texas,Lubbock,124 Laureston St,0,5
1704879,2020-06-14,North Carolina,Lumberton,328 W Broadway Ave,1,6
893726,2017-07-18,Louisiana,Lutcher,3000 block of N 39th St,0,4
778941,2017-02-20,Virginia,Lynchburg,1082 East 105th Street,0,5
912093,2017-08-12,Massachusetts,Lynn,12310 Bellefontaine Rd,1,3
1724219,2020-07-04,Massachusetts,Lynn,6340 Ridgewood Ct Dr,1,3
1448578,2019-07-15,Massachusetts,Lynn,1572 Hardee St NE,0,4
1876039,2020-12-12,Florida,Macclenny,574 Warren St,0,4
318531,2015-04-05,Maine,Machias,1000 block of Blossom Lane,0,4
2074406,2021-07-25,Georgia,Macon,1718 1st St,5,1
2097271,2021-08-22,Georgia,Macon,1500 block of Linden Ave SE,1,3
1800514,2020-09-20,Georgia,Macon,Ursula Pl and Dale St,1,3
1088778,2018-04-09,Georgia,Macon,201 Maine St,0,4
381433,2015-07-25,Georgia,Macon,500 block of N. 7th Ave,0,4
1468091,2019-08-04,Georgia,Macon,2900 block of W Roosevelt Rd,0,7
1856417,2020-11-19,Wisconsin,Madison,422 N 15th St,1,3
422035,2015-09-28,Florida,Madison,5300 block of South Aberdeen Street,2,3
1975004,2021-04-11,Wisconsin,Madison,306 23rd Ave S,0,4
1678589,2020-05-13,Alabama,Madison,6151 Kinney Rd,1,4
1666600,2020-04-26,Maine,Madison,900 block of E Lafayette St,1,4
1718292,2020-06-26,North Carolina,Madison,Pico Ave,0,4
693624,2016-11-05,Kentucky,Madisonville,3135 W Broward Blvd,1,3
906509,2017-08-04,Arkansas,Magnolia,200 block of North Helen Street,3,2
1515312,2019-09-29,Arkansas,Magnolia,500 block of Fairlawn Ave,1,3
411888,2015-09-08,Mississippi,Magnolia,N/A,0,4
1539347,2019-10-31,Virginia,Manassas,114 Lucille Way,5,3
611479,2016-07-25,Virginia,Manassas,3580 Evans Ave,2,19
1144852,2018-06-18,New Hampshire,Manchester,311 Riley Dr,3,1
269167,2014-12-26,Tennessee,Manchester,2500 block of Summit Avenue,1,3
1735470,2020-07-14,New York,Manhattan,200 Block of S Benjamine St,0,8
1051291,2018-02-16,Ohio,Mansfield,1700 block of SW 15,1,3
319808,2015-04-07,Ohio,Mansfield,20 Copeland Street,1,3
1720834,2020-06-29,Ohio,Mansfield,Osborne St and Foothill Blvd,0,4
2097481,2021-08-22,California,Manteca,501 W Cherry St,1,3
1776905,2020-08-26,Texas,Manvel,Muddy Creek Rd and Spanish Wells Rd,0,4
1303486,2019-01-17,Louisiana,Marrero,940 Audubon Ave,3,1
2119701,2021-09-19,Louisiana,Marrero,14900 block of Pierce St,0,4
2062097,2021-07-14,Louisiana,Marrero,4600 block of W Monroe St,0,5
217401,2014-11-07,Missouri,Marshall,136th Street ,0,4
989838,2017-11-16,Washington,Marysville,1400 block of 15th Street,0,7
1975405,2021-04-10,Pennsylvania,Masontown,36 Gasparri Ln,0,4
597176,2016-07-07,North Carolina,Maxton,536 Volunteer Pkwy,1,4
2107875,2021-09-04,New Jersey,Mays Landing,7300 block of Hamilton Ave,0,4
2065118,2021-07-16,Mississippi,Mc Cool (Mccool),647 N Lockwood Ave,1,4
883489,2017-07-04,Pennsylvania,Mc Kees Rocks (Mckees Rocks),105 E South St,1,3
92194,2014-01-01,South Carolina,Mccormick,Rockingham Street and Berkley Avenue Extended,2,2
1796684,2020-09-15,Pennsylvania,Melcroft,600 block of S 8th St,2,4
752249,2017-01-15,Tennessee,Memphis,County Road Y,3,1
858810,2017-06-03,Tennessee,Memphis,1600 Block of Union Blvd,2,2
1129432,2018-05-31,Tennessee,Memphis,544 Chaney Grove Rd,3,2
692020,2016-11-03,Tennessee,Memphis,8000 block of S Shore Dr,2,2
1917918,2021-02-02,Tennessee,Memphis,10100 Reflections Blvd W,3,3
932181,2017-09-13,Tennessee,Memphis,14626 S Jackson Rd,1,3
117818,2014-03-23,Tennessee,Memphis,2700 Majesty Drive,1,3
516341,2016-03-04,Tennessee,Memphis,900 E 5th Ave,1,3
2029078,2021-06-08,Tennessee,Memphis,Clarksville Pike and Buena Vista Pike,1,3
460049,2015-12-06,Tennessee,Memphis,Market Street,1,3
355267,2015-06-09,Tennessee,Memphis,North Market Street and North Spring Avenue,1,3
177770,2014-08-17,Tennessee,Memphis,Purdue Street and Georgetown Avenue,1,3
2026802,2021-06-06,Tennessee,Memphis,100 N 7th St,0,4
1746658,2020-07-26,Tennessee,Memphis,1039 FM 1798,0,4
1839462,2020-10-31,Tennessee,Memphis,1210 S State College Blvd,0,4
1934704,2021-02-21,Tennessee,Memphis,1615 1st St,1,4
1916374,2021-01-30,Tennessee,Memphis,200 block of Central Ave,1,4
1778435,2020-08-28,Tennessee,Memphis,2400 block of Irving Ave N,0,4
573327,2016-06-06,Tennessee,Memphis,33 60 South Fairway Street,0,4
1417570,2019-06-08,Tennessee,Memphis,3500 block of W North Ave,0,4
1760207,2020-08-09,Tennessee,Memphis,3600 block of Cromwell St,0,4
610756,2016-07-23,Tennessee,Memphis,3630 Ashley Phosphate Road,0,4
373768,2015-07-13,Tennessee,Memphis,400 block of McCloud Avenue,1,4
155412,2014-07-06,Tennessee,Memphis,4600 block of Natural Bridge Avenue,0,4
340280,2015-05-12,Tennessee,Memphis,4700 block of Pard Rd,1,4
1712386,2020-06-22,Tennessee,Memphis,5200 block of S Lowe Ave,0,4
357732,2015-06-13,Tennessee,Memphis,600 block of Highway 279,1,4
1787977,2020-09-06,Tennessee,Memphis,6555 Lost Oak Dr,0,4
2039346,2021-06-19,Tennessee,Memphis,7132 Florida Blvd,2,4
1967914,2021-04-03,Tennessee,Memphis,718 Kidder St,3,4
1924338,2021-02-09,Tennessee,Memphis,755 Crossroads Campus Dr,1,4
2010083,2021-05-20,Tennessee,Memphis,800 block of Shadewood Ave,0,4
202981,2014-10-08,Tennessee,Memphis,Auburn Avenue and Edgewood Avenue,0,4
572513,2016-06-05,Tennessee,Memphis,Mermaid Ave and 16th St.,0,4
2072782,2021-07-24,Tennessee,Memphis,N High St and E 4th Ave,0,4
174544,2014-08-13,Tennessee,Memphis,Treeland Drive,0,4
1787222,2020-09-07,Tennessee,Memphis,W 38th St and Graceland Ave,1,4
468151,2015-03-20,Tennessee,Memphis,1500 block of Reynolds Street,1,5
1162687,2018-07-12,Tennessee,Memphis,3678 Powers Rd,0,5
604275,2016-07-16,Tennessee,Memphis,5000 block of Euclid Avenue,0,5
953156,2017-10-06,Tennessee,Memphis,8000 block of S Marshfield,0,5
386066,2015-08-02,Tennessee,Memphis,Barnard Street,0,5
773002,2017-02-12,Tennessee,Memphis,908 Truman Blvd,1,6
1656873,2020-04-11,Tennessee,Memphis,Pioneer Rd and Sterling Rd,0,6
624273,2016-08-08,Tennessee,Memphis,1214 Labelle St,0,7
1894941,2021-01-04,Tennessee,Memphis,1828 NW 38th Ave,0,7
1201135,2018-09-01,Tennessee,Memphis,3232 Lakeside Ave East,1,7
1745737,2020-07-25,Tennessee,Memphis,4447 Woodward Ave,0,7
1708889,2020-06-18,Tennessee,Memphis,8 Albany St,0,7
2052353,2021-07-04,Tennessee,Memphis,3400 block of Horne St,0,8
821371,2017-04-16,Tennessee,Memphis,1710 Cleveland Av,0,9
1765636,2020-08-16,Tennessee,Memphis,70 E McMicken Ave,2,9
717616,2016-12-02,Wisconsin,Menasha,3 1st Ave,0,6
2052346,2021-07-03,California,Merced,1000 block of W 89th St,0,4
1772764,2020-08-22,Mississippi,Meridian,1300 block of 10th St,1,3
1981805,2021-04-19,Mississippi,Meridian,700 E Whitney St,2,4
907247,2017-08-05,Mississippi,Meridian,900 block of Brook Road,0,4
1951681,2021-03-13,Arizona,Mesa,200 block of Ring Rd,1,3
1979684,2021-04-16,Arizona,Mesa,Conant St and Minnesota St,0,4
1392313,2019-05-10,Arizona,Mesa,4000 block of Ashland Ave,0,6
1999417,2021-05-09,Louisiana,Metairie,100 block of E Albanus St,2,3
414580,2015-09-15,Louisiana,Metairie,Irvine Turner Boulevard and West Kinney Street,0,4
725323,2016-12-09,Florida,Miami,15300 block of Market,4,0
1844573,2020-11-05,Florida,Miami,2125 Parkwood Ave,3,2
628570,2016-08-13,Florida,Miami,4001 West Fond Du Lac Ave,2,2
134044,2014-05-10,Florida,Miami,1100 To Lani Farm Road,1,3
1686015,2020-05-22,Florida,Miami,11921 Miles Ave,1,3
1773194,2020-08-24,Florida,Miami,1200 block of Helena Ave,1,3
2027046,2021-06-07,Florida,Miami,12550 SW 282nd St,3,3
1804511,2020-09-23,Florida,Miami,1577 Glynn Ct,1,3
1244754,2018-10-31,Florida,Miami,19000 block of Langholm St,1,3
2095800,2021-08-20,Florida,Miami,2905 Saginaw St,1,3
409101,2015-09-05,Florida,Miami,5000 block of Hollywood Boulevard,1,3
2092110,2021-08-14,Florida,Miami,2406 Sheppard Access Rd,0,4
775903,2017-02-15,Florida,Miami,30 Soledad Street,0,4
657854,2016-09-18,Florida,Miami,3001 Castor Avenue,0,4
2103035,2021-08-28,Florida,Miami,3100 block of Mission Blvd,0,4
2013096,2021-05-23,Florida,Miami,3100 block of Westminster Ave,0,4
2088659,2021-08-11,Florida,Miami,5500 Rising Sun Ave,1,4
1445066,2019-07-11,Florida,Miami,5901 Royal Palms St,0,4
1184206,2018-08-10,Florida,Miami,6300 block of Vinewood St,0,4
1551162,2019-11-17,Florida,Miami,7100 block of Lawn Ave,0,4
1661218,2020-04-17,Florida,Miami,College St,1,4
884764,2017-07-06,Florida,Miami,Eighth Ave,0,4
589046,2016-06-24,Florida,Miami,N. 3rd and Walker,0,4
342589,2015-05-18,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4
652606,2016-09-11,Florida,Miami,1100 block of Highway 70,0,5
995015,2017-11-24,Florida,Miami,11618 Buckeye Rd,1,5
896149,2017-07-22,Florida,Miami,130 E Clifton Ave,0,5
1148596,2018-06-24,Florida,Miami,1504 Milan Rd,0,5
1852831,2020-11-15,Florida,Miami,300 block of Douglas St,0,5
304238,2015-03-10,Florida,Miami,3023 Victory Drive,0,5
659289,2016-09-17,Florida,Miami,20582 SW 119th Ave,0,6
904106,2017-08-01,Florida,Miami,8000 Block of Lateral C Rd,0,6
377878,2015-07-20,Florida,Miami,E. 153rd St. and the Grand Concourse,0,6
1962507,2021-03-26,Florida,Miami,1080 N Delaware Ave,0,7
1577577,2019-12-22,Florida,Miami,225 Park Ave,0,7
904026,2017-08-01,Florida,Miami,Mariposa St and A St,0,7
1739571,2020-07-19,Florida,Miami,28th St and T Ave,0,8
197384,2014-09-28,Florida,Miami,NW 7th Ave and NW 64th St,0,15
168786,2014-08-03,Florida,Miami (Goulds),5200 block of Thekla ,0,5
1719693,2020-06-28,Florida,Miami (Kendall),1900 block of E Somerset St,2,2
1263086,2018-11-25,Florida,Miami Gardens,4500 block of Yale St,1,3
546258,2016-04-23,Florida,Miami Gardens,West 141st Street and Edgecombe Avenue,0,4
1711605,2020-06-21,Florida,Miami Gardens,North 28th St and West Ruby Ave,0,5
994323,2017-11-24,Florida,Miami Gardens,119 Martin Street,1,6
1857947,2020-11-21,Wisconsin,Middleton,35th Ave and Earll Dr,1,4
384662,2015-07-30,Ohio,Middletown,Brushton Avenue,0,4
1481989,2019-08-17,Georgia,Milledgeville,12500 block of Mylla St,0,6
440743,2015-11-02,Wisconsin,Milwaukee,2217 Refuge Road,4,0
1788352,2020-09-07,Wisconsin,Milwaukee,45125 Highway 371,7,0
625735,2016-08-08,Wisconsin,Milwaukee,341 General Marshall Street NE,2,2
1705346,2020-06-14,Wisconsin,Milwaukee,600 block of S Lopez St,2,2
352779,2015-06-05,Wisconsin,Milwaukee,2100 block of Governor Nicholls Street,1,3
142822,2014-06-04,Wisconsin,Milwaukee,4900 West West End Avenue,1,3
1970245,2021-04-06,Wisconsin,Milwaukee,6100 block of Lodewyck St,1,3
1494113,2019-09-01,Wisconsin,Milwaukee,80 Edgewood St,1,3
1940190,2021-02-27,Wisconsin,Milwaukee,Pattison-Tillman Rd,2,3
2119745,2021-09-19,Wisconsin,Milwaukee,100 block of N Malcolm X Blvd,2,4
1552068,2019-11-18,Wisconsin,Milwaukee,139 S 8th St,1,4
1713668,2020-06-22,Wisconsin,Milwaukee,1910 Fountainview Ct,1,4
2085438,2021-08-08,Wisconsin,Milwaukee,3600 block of New York Ave NE,0,4
728286,2016-12-17,Wisconsin,Milwaukee,4115 N. Tryon Street,0,4
2021398,2021-05-31,Wisconsin,Milwaukee,8800 block of N Broadway,0,4
1829132,2020-10-19,Wisconsin,Milwaukee,136 Sturges Ave,0,5
1796638,2020-09-15,Wisconsin,Milwaukee,3500 block of W Lawrence Ave,0,5
898631,2017-07-26,Wisconsin,Milwaukee,2111 E. Green Drive,1,6
553803,2016-05-05,Wisconsin,Milwaukee,300 block of North Thomas Drive,2,6
1121111,2018-05-20,Wisconsin,Milwaukee,513 Monticello St,1,7
838272,2017-05-07,Wisconsin,Milwaukee,2600 block of 46th Pl,2,8
1126434,2018-05-27,Wisconsin,Milwaukee (Wauwatosa),15373 E 6th Ave,1,3
2015730,2021-05-26,Minnesota,Minneapolis,101 W Younger Ave,10,0
1537992,2019-10-30,Minnesota,Minneapolis,5026 Walton Ave,4,0
1855276,2020-11-18,Minnesota,Minneapolis,11614 Manor Park Dr,3,2
1233068,2018-10-14,Minnesota,Minneapolis,2500 block of Pulgas Ave,2,2
1568230,2019-12-10,Minnesota,Minneapolis,223 Martin Luther King Dr,6,3
281663,2015-01-20,Minnesota,Minneapolis,321 Lansinger Lane,1,3
1429475,2019-06-23,Minnesota,Minneapolis,7500 block of Draper Ave,1,3
277480,2015-01-11,Minnesota,Minneapolis,7665 Chase Road,1,3
2004666,2021-05-15,Minnesota,Minneapolis,7800 block of S Loomis St,2,3
925436,2017-09-02,Minnesota,Minneapolis,8300 block of S Hermitage,1,3
193570,2014-09-19,Minnesota,Minneapolis,32-14 106th St,0,4
1215954,2018-09-23,Minnesota,Minneapolis,3700 block of Loma Lane,0,4
1800188,2020-09-19,Minnesota,Minneapolis,523 W 3rd St,0,4
1786829,2020-09-06,Minnesota,Minneapolis,6700 block of Birch St,0,4
1775249,2020-08-25,Minnesota,Minneapolis,70 block of Flower St,0,4
932526,2017-09-13,Minnesota,Minneapolis,1000 block of Morehead St,1,5
1246727,2018-11-03,Minnesota,Minneapolis,136 Franklin St,0,5
1434931,2019-06-29,Minnesota,Minneapolis,2400 block of W Jackson Blvd,0,5
2113841,2021-09-11,Minnesota,Minneapolis,300 block of E Kensington Ave,1,5
226983,2014-12-02,Minnesota,Minneapolis,6128 Jefferson Ave ,0,5
641732,2016-08-29,Minnesota,Minneapolis,907 White Horse Pike,1,5
1435217,2019-06-28,Minnesota,Minneapolis,909 Desoto St,0,5
2111858,2021-09-09,Minnesota,Minneapolis,510 Martin Luther King Dr,0,7
1508859,2019-09-20,Minnesota,Minneapolis (Brooklyn Center),Canal Blvd and City Park Ave,1,5
914819,2017-08-16,Minnesota,Minneapolis (Crystal),Merritt Ave and 15th St,0,4
1476271,2019-08-10,Minnesota,Minneapolis (Spring Lake Park),1100 Fillmore St,0,4
436234,2015-10-25,Texas,Mission (Palmview),Seventh Street and Broadway,1,4
928380,2017-09-06,Montana,Missoula,2700 block of Madison,0,4
175911,2014-08-17,Alabama,Mobile,153-38 118th Ave,0,4
2114481,2021-09-12,Alabama,Mobile,2700 block of Halleck St,2,4
2004413,2021-05-14,Alabama,Mobile,5600 block of Market St,0,4
881700,2017-07-02,Alabama,Mobile,Wilkinson Avenue,0,4
657023,2016-09-16,Alabama,Mobile,5100 block of Sansom St,2,5
1752790,2020-08-01,California,Modesto,1100 block of Eastern Blvd,0,4
742001,2017-01-03,California,Modesto,500 block of Hawthorne Drive,0,4
395694,2015-08-15,California,Modesto,57th Street and South Normandie Avenue,0,4
1688753,2020-05-26,California,Modesto,Dibble St and Rail St,3,5
1896252,2021-01-06,Pennsylvania,Mohnton,10010 Ellis Rd,3,3
634238,2016-08-20,Illinois,Momence,903 Dixwell Ave,0,4
1517360,2019-09-29,South Carolina,Moncks Corner,1500 block of NE 100th Rd,0,4
1931288,2021-02-17,South Carolina,Moncks Corner,5597 Old York Rd,0,8
2091531,2021-08-14,North Carolina,Moncure,Wheeler St and E 28th St,1,3
1324279,2019-02-11,Louisiana,Monroe,3628 FM 3126,5,0
346725,2015-05-26,Louisiana,Monroe,6700 block of Tara Lane,2,2
1151355,2018-06-27,Louisiana,Monroe,8901 MacArthur Boulevard,1,3
1799160,2020-09-18,North Carolina,Monroe,5311 Mabelvale Pike,0,4
1712408,2020-06-22,Louisiana,Monroe,200 S Central Park Blvd,0,5
1999125,2021-05-09,Alabama,Montgomery,2828 Preakness Way,7,0
138645,2014-05-24,Alabama,Montgomery,104 N Ocean Blvd,3,1
813943,2017-04-07,Alabama,Montgomery,1600 block of English St,4,1
117591,2014-03-16,Alabama,Montgomery,S 4th St,3,1
1497702,2019-09-04,Alabama,Montgomery,3044 Sorbonne Dr,2,2
2063394,2021-07-14,Alabama,Montgomery,50 block of Balfour Ave,2,2
1757380,2020-08-06,Alabama,Montgomery,4500 block of Fairfax Ave,1,3
325166,2015-04-18,Alabama,Montgomery,Martin Luther King Drive,1,3
2124887,2021-09-24,Alabama,Montgomery,11600 block of Willowbrook Ave,0,4
1729506,2020-07-01,Alabama,Montgomery,1600 block of Moss St,0,4
415687,2015-09-17,Alabama,Montgomery,500 block of W. Broadwell Street,0,4
1676515,2020-05-10,Alabama,Montgomery,2944 Plank Rd,0,5
412529,2015-09-12,Alabama,Montgomery,1st Ave. and N. 5th St.,0,6
1114276,2018-05-12,Alabama,Montgomery,3201 Decatur St,0,6
2032203,2021-06-12,Illinois,Montgomery,7500 block of S Prairie Ave,1,9
1148678,2018-06-24,California,Moreno Valley,2450 Harbour Dr,0,4
1494548,2019-09-01,California,Moreno Valley,502 Boulevard,0,7
1779981,2020-08-30,Louisiana,Morganza,500 block of Fillmore Ave,1,4
2080390,2021-08-01,Pennsylvania,Morrisville,1400 block of Dolph St,1,3
1148468,2018-06-24,North Carolina,Morven,109 S Steele St,1,6
1705355,2020-06-13,Mississippi,Moss Point,Carver St and Center St,0,4
985832,2017-11-11,Georgia,Moultrie,2835 Bragg Blvd,1,5
1582197,2019-12-29,Texas,Mount Enterprise,50 block of Henrietta Ave,1,3
876076,2017-06-24,New York,Mount Vernon,Pastoral Lane,0,4
797553,2017-03-19,Washington,Mukilteo,1512 Portland Avenue,1,5
1693246,2020-05-30,Indiana,Muncie,21281 Apachee Rd,2,4
1765658,2020-08-16,Tennessee,Murfreesboro,1000 block of Newtown Ct,1,3
1969065,2021-04-05,Tennessee,Murfreesboro,300 block of N Eutaw St,0,5
1243010,2018-10-28,Michigan,Muskegon,2 Whites Quarters,2,2
153275,2014-06-30,Michigan,Muskegon,Scottsdale Circle,1,3
180580,2014-08-24,Oklahoma,Muskogee,1013 Carrie Street,1,3
1029095,2018-01-17,South Carolina,Myrtle Beach,2000 block of 16th St SE,1,3
441681,2015-11-03,South Carolina,Myrtle Beach,Ella Street and Kings Road,2,3
592724,2016-06-30,South Carolina,Myrtle Beach,9500 block of South Loomis Street,1,4
1687219,2020-05-24,South Carolina,Myrtle Beach,Union Boulevard and Cote Brilliante Ave,0,4
886220,2017-07-08,South Carolina,Myrtle Beach,9917 Capstan Dr,1,8
446996,2015-11-13,Texas,Nacogdoches,1300 block of South Shirley Oaks Drive,4,1
1177024,2018-07-30,Texas,Nacogdoches,12328 Largo Dr,0,4
324424,2015-04-16,Tennessee,Nashville,4300 block of East Anderson Drive,5,0
1429338,2019-06-23,Tennessee,Nashville,1108 Cambridge St,3,1
225903,2014-11-29,Tennessee,Nashville,1600 block of Richmond Avenue,3,2
181947,2014-08-27,Tennessee,Nashville,16600 block of Edmore,1,3
543102,2016-04-17,Tennessee,Nashville,200 block of Eastview Road,1,3
554027,2016-05-05,Tennessee,Nashville,2108 NW 19th Terrace,1,3
858378,2017-06-02,Tennessee,Nashville,5301 McPherson Rd,2,3
1687381,2020-05-23,Tennessee,Nashville,2300 block of Oakhurst Dr,1,4
1705050,2020-06-14,Tennessee,Nashville,3945 US-90,0,4
1807096,2020-09-27,Tennessee,Nashville,619 Millwood Dr,0,4
1853615,2020-11-16,Tennessee,Nashville,700 block of S Pulaski Rd,0,4
2103256,2021-08-29,Tennessee,Nashville,2621 Jefferson St,0,5
1692496,2020-05-30,Tennessee,Nashville,3000 block of Earl Ln,1,5
1314289,2019-01-28,Tennessee,Nashville,7815 Harding St,2,5
1360333,2019-03-31,Louisiana,Natchitoches,3041 Landrum Dr SW,1,4
1432989,2019-06-27,Massachusetts,New Bedford,600 block of Parkway Dr,0,7
2079271,2021-07-31,North Carolina,New Bern,1134 W 30th St,0,5
1828796,2020-10-19,New Jersey,New Brunswick,2599 N Prieur St,1,3
