incident_id,Incident_date,state,city_or_county,address,killed,injured
422020,2015-09-28,South Carolina,Abbeville,1921 Oakridge,0,4
1272855,2018-12-09,Maryland,Aberdeen,3554 E Washington Ave,0,4
366046,2015-06-29,Massachusetts,Abington,13450 NW 30th Ave,0,4
1819955,2020-10-10,Georgia,Acworth,8800 block of Shannon Fox Cir,2,2
2128023,2021-09-28,California,Aguanga,2700 block of Bloomington Ave,1,3
1038429,2018-01-28,South Carolina,Aiken,123 S 3rd St,4,0
2053500,2021-07-05,South Carolina,Aiken,1500 block of Beachwood Dr,1,3
1739917,2020-07-19,Ohio,Akron,9122 Dexter Ave,4,0
2107930,2021-09-04,Alabama,Akron,700 block of Longfellow St NW,3,3
1059559,2018-02-27,Ohio,Akron,1306 Stratford Ave,0,4
780792,2017-02-22,Ohio,Akron,191 Genesee St,0,4
1582816,2019-12-29,Ohio,Akron,1803 block of Westview Ave,0,5
853119,2017-05-27,Ohio,Akron,100 block of Q St NW,1,7
821723,2017-04-16,Florida,Alachua,611 S Martin St,0,4
1382711,2019-04-28,New York,Albany,4637 Wyndtree Dr,4,0
1408289,2019-05-29,New York,Albany,26311 TX-321,3,2
2019384,2021-05-29,New York,Albany,10466 W Florissant Ave,1,3
840339,2017-05-10,Georgia,Albany,300 block of Centre St,1,3
326792,2015-04-21,New York,Albany,420 Gilmer St,2,3
1914798,2021-01-29,New York,Albany,824 Island Ave,2,3
460386,2015-12-06,Georgia,Albany,North 108th Street and Military Road,2,3
1934225,2021-02-20,Georgia,Albany,2912 Swede Rd,1,4
1846712,2020-11-08,Georgia,Albany,3700 block of Whitney Ct,0,4
429410,2015-10-12,New York,Albany,4731 Glenwood Road,0,4
1159528,2018-07-08,Georgia,Albany,Mount Moriah Rd and Mendenhall Rd,0,4
1174990,2018-07-29,New York,Albany,Spring and River Street,0,4
1102808,2018-04-29,Alabama,Albertville,12603 Renton Ave S,2,2
1524264,2019-10-10,Michigan,Albion,900 block of S 5th St,0,5
563630,2016-05-21,New Mexico,Albuquerque,Levi Barnes Road,1,3
1784570,2020-09-03,New Mexico,Albuquerque,Woodson Lateral Rd and I-530,1,3
155755,2014-07-06,New Mexico,Albuquerque,100 block of Erb Street,0,4
1305679,2019-01-19,New Mexico,Albuquerque,1435 Wilcox Ave,1,4
1585746,2020-01-01,New Mexico,Albuquerque,1437 St Clair Ave NE,0,4
453317,2015-11-22,New Mexico,Albuquerque,1800 block of FM 802,0,4
1725571,2020-07-05,New Mexico,Albuquerque,San Juan Dr and W McNichols Rd,2,4
1164110,2018-07-15,New Mexico,Albuquerque,1400 Cowart St,0,5
1671078,2020-05-03,New Mexico,Albuquerque,3700 W 13th St,0,5
640500,2016-08-27,New Mexico,Albuquerque,3810 7th Ave,1,6
1365052,2019-04-07,New Mexico,Albuquerque,515 N Cherry St,0,7
624156,2016-08-07,Virginia,Alexandria,5925 South Figueroa Street,1,3
821651,2017-04-15,Louisiana,Alexandria,14600 block of Myrtle Avenue,0,4
2085071,2021-08-07,Louisiana,Alexandria,211 S Maplewood Ave,0,4
1693064,2020-05-30,Virginia,Alexandria,9635 Scott St,1,4
1896384,2021-01-06,Alabama,Aliceville,201 Maple Ln,2,2
491312,2016-01-23,Alabama,Aliceville,8105 Avalon Blvd,2,2
1540240,2019-11-02,California,Aliso Viejo,7000 block of E. Kirby,1,4
127045,2014-04-20,Florida,Allapattah,1300 block of Jackson St,0,6
1600350,2020-01-18,Texas,Allen,700 block of Virginia St,2,2
473882,2015-12-27,Texas,Allen,North Parkway,0,4
1749746,2020-07-29,Michigan,Allendale,5500 block of Floy Ave,3,2
900387,2017-07-27,South Carolina,Allendale,2000 block of E 71st St,1,4
1555879,2019-11-23,South Carolina,Allendale,833 S Spring St,0,4
832063,2017-04-29,Pennsylvania,Allentown,200 block of 18th St,0,4
1276298,2018-12-11,Florida,Altha,Caspari St and University Pkwy,1,3
1759425,2020-08-08,Illinois,Alton,900 block of Boyd St,1,4
2012765,2021-05-22,California,Alturas,Piggly Wiggly Dr and W Jimtown Dr,1,13
930569,2017-09-10,Texas,Amarillo,1712 West Spring Creek Parkway,9,1
1149173,2018-06-24,Texas,Amarillo,1200 block of W 35th St,1,3
468968,2015-12-20,Texas,Amarillo,11th and Castle Street,1,4
1699667,2020-06-07,Texas,Amarillo,3700 block of S State St,0,6
1817184,2020-10-07,California,Anaheim,181 Hegeman Ave,1,3
1333480,2019-02-22,Alaska,Anchorage,1100 block of Carnation Dr,2,2
1786449,2020-09-05,Alaska,Anchorage,2000 block of W Lexington St,1,3
346320,2015-05-24,Alaska,Anchorage,Smiley Court,1,3
386140,2015-08-02,Alaska,Anchorage,2700 block of Garrison Avenue,0,7
1778542,2020-08-28,South Carolina,Anderson,2900 block of W 2nd St,1,3
1223755,2018-10-03,Indiana,Anderson,5101 Germantown Ave,1,4
2040643,2021-06-20,Maryland,Annapolis,200 block of Crane St,1,3
1993090,2021-05-02,Maryland,Annapolis,491 Park St,0,4
2053365,2021-07-04,Alabama,Anniston,3700 Dixon Ave,0,5
764020,2017-01-30,Tennessee,Antioch,5410 Lakeland Ave N,0,4
1166302,2018-07-18,Tennessee,Antioch,7201 Melrose Ln,0,4
672203,2016-10-09,California,Antioch,1850 28th Street SE,1,8
693290,2016-11-05,Florida,Apopka,4800 block of North Winthrop,0,5
550619,2016-04-29,Georgia,Appling,3200 block of San Pablo Avenue,0,5
1142789,2018-06-17,Oklahoma,Ardmore,635 S Clinton Ave,1,19
1459718,2019-07-27,Texas,Arlington,1555 Linden Blvd,1,11
843045,2017-05-14,Colorado,Arvada,14112 Chicago Road,0,5
1621821,2020-02-14,New York,Arverne (Queens),6500 block of S King Dr,0,6
1412243,2019-06-01,New Jersey,Asbury Park,5600 block of West Madison St,0,4
2043898,2021-06-23,Georgia,Ashburn,4900 block of W Hubbard St,0,4
1813872,2020-10-04,North Carolina,Asheville,5462 Massachusetts Ave,3,4
800363,2017-03-22,Tennessee,Athens,1133 E Grand Ave,5,0
108691,2014-02-20,Georgia,Athens,3400 block of South Parker,4,0
696917,2016-11-09,Georgia,Athens,1524 3rd Ave,0,5
1690524,2020-05-27,Arkansas,Atkins,12800 Euclid Ave,1,3
771826,2017-02-09,Georgia,Atlanta,3150 Robinson Road,4,0
296121,2015-02-22,Georgia,Atlanta,281 Lower Pond Court,3,2
444458,2015-11-09,Georgia,Atlanta,400 block of North Beville Ave,2,2
1486232,2019-08-23,Georgia,Atlanta,4900 block of Southwind St,3,2
457037,2015-12-02,Georgia,Atlanta,100 block of West 33rd Street,1,3
2104181,2021-08-30,Georgia,Atlanta,2000 block of Lambert Dr,3,3
944448,2017-09-28,Georgia,Atlanta,2001 N Rocheblave St,1,3
1545027,2019-11-08,Georgia,Atlanta,503 Bragg St,1,3
941257,2017-09-24,Georgia,Atlanta,6000 block of Hoover Dr,1,3
1562685,2019-12-01,Georgia,Atlanta,6300 block of Proctor St,1,3
689020,2016-10-30,Georgia,Atlanta,6862 Walker Mill Rd,3,3
1083552,2018-04-02,Georgia,Atlanta,8500 block of Redcliff Rd,1,3
1973692,2021-04-10,Georgia,Atlanta,US-63 and MO-F,1,3
1718847,2020-06-27,Georgia,Atlanta,10815 State Hwy 99W,3,4
603733,2016-07-14,Georgia,Atlanta,1600 block of 7th Street,0,4
783623,2017-02-26,Georgia,Atlanta,1700 Grant St,1,4
1914942,2021-01-28,Georgia,Atlanta,1900 block of Tebo St,1,4
409601,2015-09-07,Georgia,Atlanta,1909 Blake Street,0,4
1926742,2021-02-11,Georgia,Atlanta,2001 South Lumpkin Rd,1,4
1215987,2018-09-23,Georgia,Atlanta,2600 block of Chandler Court,1,4
2068061,2021-07-19,Georgia,Atlanta,3308 W Flournoy St,0,4
385824,2015-08-02,Georgia,Atlanta,4800 block of West Kamerling Avenue,1,4
643824,2016-08-30,Georgia,Atlanta,6800 block of South Ashland,0,4
1924892,2021-02-09,Georgia,Atlanta,945 W Little York Rd,0,4
149954,2014-06-21,Georgia,Atlanta,Florida Ave NW and U St NW,0,4
1793771,2020-09-12,Georgia,Atlanta,N 18th St and Dauphin St,0,4
1406330,2019-05-27,Georgia,Atlanta,1200 block of Sumner Rd SE,0,5
451305,2015-11-22,Georgia,Atlanta,203 Broadway,0,5
1052372,2018-02-18,Georgia,Atlanta,2893 Cinema Ridge,0,5
1944507,2021-03-04,Georgia,Atlanta,3900 Martin Luther King Jr Ave SW,0,5
987134,2017-11-12,Georgia,Atlanta,S Calvin Ave,0,5
2027736,2021-06-07,Georgia,Atlanta,4100 block of E 81st St,0,6
417013,2015-09-20,Georgia,Atlanta,Pine and Yale,0,6
703245,2016-11-17,Georgia,Atlanta,160 Longfellow,1,7
966178,2017-10-22,Georgia,Atlanta,1606 19th St Sw,2,7
172180,2014-08-10,Georgia,Atlanta,16300 block of Heather Glen Road ,0,7
811089,2017-04-03,Georgia,Atlanta,5401 Ave Q,0,7
1703985,2020-06-12,Georgia,Atlanta,8134 Broadway St,0,8
368732,2015-07-05,Georgia,Atlanta,1400 block of McCulloch Street,0,9
1499460,2019-09-08,New Jersey,Atlantic City,1083 Broad St,2,2
2077549,2021-07-28,New Jersey,Atlantic City,1800 block of Rosa Parks Ave,1,3
663789,2016-09-26,Alabama,Atmore,21219 Grand Linden Ct,0,4
295502,2015-02-17,Alabama,Auburn,7900 Scott Hamilton,1,3
2082957,2021-08-04,Alabama,Auburn,3653 Germantown Ave,0,4
1169103,2018-07-21,Alabama,Auburn,3100 block of W Fulton St,2,5
661703,2016-09-23,Georgia,Augusta,201 Cascade Mall Dr,5,0
422064,2015-09-28,Georgia,Augusta,300 block of West 42nd Street,3,2
1892114,2021-01-01,Georgia,Augusta,2637 S Walker St,1,4
1892034,2021-01-01,Georgia,Augusta,3211 Towson Ave,0,7
744799,2017-01-06,Colorado,Aurora,100 block of W Claremont St,2,2
1525408,2019-10-12,Colorado,Aurora,700 block of W Russell St,1,3
708392,2016-11-22,Colorado,Aurora,1068 Harlem Academy Ave,1,4
107433,2014-02-16,Illinois,Aurora,1187 S. Edgewood Ave.,1,4
1828080,2020-10-18,Colorado,Aurora,200 block of N Sacramento Blvd,1,4
1433857,2019-06-26,Illinois,Aurora,2800 block of N 34th St,0,4
2123301,2021-09-23,Colorado,Aurora,38th St and Aspen St,0,4
1541774,2019-11-04,Illinois,Aurora,5000 block of Northridge Dr,1,4
1674802,2020-05-07,Colorado,Aurora,5100 block of Stafford Rd,0,4
545525,2016-04-22,Texas,Austin,4077 Union Hill Rd,8,0
1158826,2018-07-07,Texas,Austin,135 Granite Way,3,2
1767402,2020-08-17,Texas,Austin,County Rd 4901,3,2
2005991,2021-05-16,Texas,Austin,7751 Reading Rd,1,3
1489373,2019-08-23,Texas,Austin,200 Riverview Park Dr,0,4
1996236,2021-05-05,Texas,Austin,6900 block of S Cornell Ave,0,4
1693580,2020-05-31,Texas,Austin,700 block of E Clearfield St,0,4
308728,2015-03-18,Texas,Austin,1504 West Main Street,1,5
2064992,2021-07-16,Texas,Austin,2900 block of MLK Ave SE,1,5
987611,2017-11-14,Texas,Austin,17357 Stagecoach Rd,6,12
591975,2016-06-28,North Carolina,Autryville,13800 block of S Avalon Boulevard,1,3
1146760,2018-06-21,Florida,Avon Park,Deaton Ln,0,4
1416374,2019-06-06,Louisiana,Baker,2500 block of N Lake Shore Dr,1,3
1746282,2020-07-26,California,Bakersfield,I-64,1,3
1540841,2019-11-03,California,Bakersfield,Sandyland Cir and CR 823,1,3
809978,2017-04-02,California,Bakersfield,3500 block of W Van Buren St,2,4
1103465,2018-04-30,California,Bakersfield,3600 block of New York Ave NE,0,4
1475208,2019-08-09,California,Bakersfield,7300 block of S Artesian Ave,0,4
1778571,2020-08-29,California,Bakersfield,1800 2nd Ave,1,5
1717828,2020-06-26,California,Bakersfield,698 Peoria St,0,5
314044,2015-03-27,California,Bakersfield,5312 Thomas Drive,0,7
2096687,2021-08-21,California,Baldwin Park,3500 block of W Walnut St,0,4
1550546,2019-11-16,Maryland,Baltimore,2152 Flintridge Dr,6,0
2050353,2021-07-01,Maryland,Baltimore,1200 block of Seaboard Ave,2,2
402113,2015-08-26,Maryland,Baltimore,3025 W. Van Buren Ave,2,2
1114725,2018-05-13,Maryland,Baltimore,365 W Manchester Avenue,2,2
1064514,2018-03-07,Maryland,Baltimore,531 Main Street,2,2
205726,2014-10-14,Maryland,Baltimore,6505 Bannor Lane,3,2
1047761,2018-02-11,Maryland,Baltimore,19432 Lamont St,4,3
1567932,2019-12-08,Maryland,Baltimore,200 block of W Wintergreen Rd,2,3
1970937,2021-04-07,Maryland,Baltimore,2627 W Capitol Dr,2,3
508341,2016-02-20,Maryland,Baltimore,2810 E. Bearss Ave,1,3
395549,2015-08-15,Maryland,Baltimore,2868 Bamberg Road,1,3
1011953,2017-12-21,Maryland,Baltimore,6600 block of Dorel St,1,3
1480326,2019-08-15,Maryland,Baltimore,847 N University Dr,2,3
974704,2017-10-28,Maryland,Baltimore,N Sycamore St and Franklin,1,3
1725946,2020-07-05,Maryland,Baltimore,Volunteer Dr and Grace Ln,2,3
395837,2015-08-15,Maryland,Baltimore,West Prospect Avenue,1,3
369127,2015-07-04,Maryland,Baltimore,1100 block of West Avenue,0,4
965756,2017-10-21,Maryland,Baltimore,1277 12th Ave S,0,4
1843360,2020-11-04,Maryland,Baltimore,1299 Lafayette St,0,4
1362364,2019-04-02,Maryland,Baltimore,13195 MS 18,0,4
1725407,2020-07-04,Maryland,Baltimore,134 Fayette St,1,4
389057,2015-08-06,Maryland,Baltimore,1505 Garden Plaza,0,4
1700250,2020-06-08,Maryland,Baltimore,1525 E McLemore Ave,0,4
376702,2015-07-18,Maryland,Baltimore,1550 Weston Ct NE,1,4
159291,2014-07-13,Maryland,Baltimore,1700 block of Lincoln Rd NE,0,4
2069490,2021-07-21,Maryland,Baltimore,1836 Metzerott Rd,1,4
984822,2017-11-10,Maryland,Baltimore,193 Olive Rd,0,4
1165299,2018-07-16,Maryland,Baltimore,2100 block of N 4th St,1,4
594480,2016-07-03,Maryland,Baltimore,2300 block of Daisy Street,0,4
1982020,2021-04-18,Maryland,Baltimore,2300 block of Day St,1,4
2052342,2021-07-04,Maryland,Baltimore,2311 N 24th St,1,4
357220,2015-06-12,Maryland,Baltimore,24th Avenue and 36th Street,0,4
537085,2016-04-09,Maryland,Baltimore,2600 block of Mesa Drive SE,0,4
2006621,2021-05-16,Maryland,Baltimore,2727 Manchester Expy,0,4
1751949,2020-08-01,Maryland,Baltimore,3000 block of W Virginia Ave,1,4
965066,2017-10-21,Maryland,Baltimore,400 block of E Nordica St,0,4
1941647,2021-02-28,Maryland,Baltimore,437 Talbert Rd,0,4
732574,2016-12-23,Maryland,Baltimore,4900 block of W Hubbard,0,4
1700371,2020-06-08,Maryland,Baltimore,512 Bristol St,0,4
2015849,2021-05-26,Maryland,Baltimore,7200 block of S Princeton Ave,0,4
130933,2014-04-30,Maryland,Baltimore,7200 South Phillips Avenue,0,4
1656265,2020-04-10,Maryland,Baltimore,800 block of Oak St,0,4
2072896,2021-07-23,Maryland,Baltimore,842 4th St,2,4
1786488,2020-09-05,Maryland,Baltimore,9940 Fondren Rd,0,4
2110346,2021-09-07,Maryland,Baltimore,A St and New Castle Ave,0,4
1786920,2020-09-06,Maryland,Baltimore,S Kingston Ave and E 77th St,0,4
595048,2016-07-04,Maryland,Baltimore,Seventh  Ave and Liberty Ave,0,4
1957188,2021-03-20,Maryland,Baltimore,10266 North Fwy,0,5
1814148,2020-10-04,Maryland,Baltimore,1570 Joseph E Boone Blvd NW,1,5
1391971,2019-05-10,Maryland,Baltimore,1900 block of N Croskey St,0,5
1299680,2019-01-13,Maryland,Baltimore,2445 E Van Buren St,1,5
580279,2016-06-13,Maryland,Baltimore,3200 block of West Congress,0,5
814094,2017-04-07,Maryland,Baltimore,5600 block of W Lake St,1,5
1137473,2018-06-10,Maryland,Baltimore,6400 block of S Eberhart Ave,1,5
1705440,2020-06-13,Maryland,Baltimore,8100 block of Julie Ct,0,5
1754672,2020-08-04,Maryland,Baltimore,818 Windsor St,1,5
1715231,2020-06-23,Maryland,Baltimore,Lantana Rd and Edgecliff Ave,0,5
1693340,2020-05-31,Maryland,Baltimore,S Carolina Ave and Polk St,1,5
1329075,2019-02-17,Maryland,Baltimore,Tulane Ave and Elk Pl,1,5
1772934,2020-08-23,Maryland,Baltimore,2000 block of Longhorn Point,0,6
641419,2016-08-28,Maryland,Baltimore,2200 block of 17th St,0,6
863075,2017-06-08,Maryland,Baltimore,3650 Franklin Ave,0,6
172205,2014-08-10,Maryland,Baltimore,50 block of N St SW,0,6
676686,2016-10-15,South Carolina,Bamberg,7801 East State St,1,5
1157073,2018-07-05,California,Banning,First St and Lexington Ave,0,4
272016,2015-01-01,Vermont,Barre (Berlin),I-240 and Poplar Ave,0,5
1750548,2020-07-30,Texas,Bastrop,16701 NW 42 Ave,0,5
1381979,2019-04-28,Mississippi,Batesville,2544 Edmondson Ave,1,7
2122565,2021-09-22,Louisiana,Baton Rouge,1100 block of Charlie Dr,2,2
1744407,2020-07-24,Louisiana,Baton Rouge,Sunset Ave NW and Lester St NW,2,2
1951476,2021-03-12,Louisiana,Baton Rouge,100 block of Huffman St,1,3
513640,2016-02-28,Louisiana,Baton Rouge,5500 block of Etiwanda Avenue,1,3
1000479,2017-12-03,Louisiana,Baton Rouge,656 Marshall Ave,1,3
1739920,2020-07-19,Louisiana,Baton Rouge,McKinney St and Meuse St,1,3
1629042,2020-02-25,Louisiana,Baton Rouge,1238 E 79th St,1,4
1400146,2019-05-20,Louisiana,Baton Rouge,1900 block of Bacon Street,1,4
1531326,2019-10-21,Louisiana,Baton Rouge,29 Wesmark Blvd,0,4
1338860,2019-03-03,Louisiana,Baton Rouge,316 14th St,0,4
563829,2016-05-22,Louisiana,Baton Rouge,8639 Apple St,0,4
629415,2016-08-14,Louisiana,Baton Rouge,1717 Plymouth Ave N,0,5
551053,2016-05-01,Louisiana,Baton Rouge,1955 Old Castle Drive,0,5
610402,2016-07-22,Louisiana,Baton Rouge,300 block of North Wildwood Avenue,0,5
134823,2014-05-13,Louisiana,Baton Rouge,Panther Trail and Childress Drive,0,5
693438,2016-11-05,Mississippi,Bay Saint Louis,10726 Perrin Beitel Rd,0,4
2077587,2021-07-29,New York,Bay Shore,239 Gilkeson Rd,3,2
221554,2014-11-16,New York,Bay Shore,1891 E Market St,1,4
1870827,2020-12-06,Ohio,Beachwood (Warrensville Heights),6100 N FM 157,0,6
1420432,2019-06-11,Texas,Beaumont,6900 Block of Damascus Rd,2,2
1136928,2018-06-09,Texas,Beaumont,14 Copeland St,0,4
361212,2015-06-20,Texas,Beaumont,Dexter and Webb,1,11
1257508,2018-11-16,Pennsylvania,Beaver Falls,4405 W 14th St,3,1
1957252,2021-03-20,Washington,Belfair,4234 Germantown Ave,1,5
107519,2014-02-16,Florida,Bell,2600 block of South Harwood Street,1,7
525464,2016-03-19,Florida,Belle Glade,12050 NW 4th Court,1,4
341622,2015-05-17,Florida,Belle Glade,4671 S Jack Kultgen Fwy,9,18
665995,2016-09-29,Michigan,Belleville,400 block of Ellis St,1,3
1654971,2020-04-08,Nebraska,Bellevue,1522 Parkway,1,3
163930,2014-07-26,California,Bellflower,Royal Street,0,8
1446611,2019-07-13,Illinois,Bellwood,7900 block of S Loomis Blvd,1,4
2114510,2021-09-11,South Carolina,Bennettsville,2000 Reeves St,0,5
864370,2017-06-09,South Carolina,Bennettsville,East Davis Avenue and New York Avenue,2,5
1492778,2019-08-31,Mississippi,Benoit,10035 Dabney Dr,1,3
1948470,2021-03-07,Kentucky,Benton,607 Wallace Dr,0,4
95500,2014-01-12,Michigan,Benton Harbor,3600 block of Highway 80 W,0,6
1318391,2019-02-03,Georgia,Berlin,938 E 75th St,2,5
120303,2014-03-30,Alabama,Bessemer,4300 Sunset Road,0,5
1462317,2019-07-30,Alabama,Bessemer (Brighton),1280 E Long St,0,5
185196,2014-09-02,Alabama,Bessemer (Hueytown),3622 Medgar Evers Boulevard,2,3
1312463,2019-01-26,Maryland,Bethesda,2957 N Sherman Dr,0,5
299190,2015-02-28,California,Beverly Hills,4300 block of Welbourne Road,1,3
418318,2015-09-17,Alabama,Birmingham,36705 379th Street,6,0
377423,2015-07-18,Alabama,Birmingham,300 block of Brice Street,2,2
1934077,2021-02-20,Alabama,Birmingham,6719 Airline Dr,3,2
1258777,2018-11-19,Alabama,Birmingham,1200 21st Street,1,4
198527,2014-09-29,Alabama,Birmingham,2300 block of West Fountain Way ,0,4
1840310,2020-11-01,Alabama,Birmingham,2721 Arctic Ave,1,4
1344488,2019-03-11,Alabama,Birmingham,291 12th Ave,0,4
2077018,2021-07-28,Alabama,Birmingham,3400 block of 22nd St SE,0,4
1999423,2021-05-09,Alabama,Birmingham,378 Chancellor Ave,0,4
1459941,2019-07-28,Alabama,Birmingham,637 T St NW,0,4
1009629,2017-12-16,Alabama,Birmingham,Ferguson Rd,0,4
1509411,2019-09-21,Alabama,Birmingham,Poland Ave and St. Claude Ave,0,4
688592,2016-10-30,Alabama,Birmingham,2900 block of Aspen Meadow,0,5
1536787,2019-10-28,Alabama,Birmingham (Ensley),4160 Pimlico Rd,1,3
574753,2016-06-08,Alabama,Birmingham (Hoover),66 Washington St,1,3
787875,2017-03-04,New Jersey,Bloomfield,SE Bellview Ave and SE 23rd St,1,4
1725802,2020-07-05,Illinois,Bloomingdale,1000 block of W 3rd St,1,3
1364443,2019-04-06,Illinois,Bloomington,500 block of Kissimmee St,0,4
1452654,2019-07-20,Illinois,Bloomington,501 Waddell Ave,0,4
325445,2015-04-18,Alabama,Blountsville,321 Pine St,0,5
577574,2016-06-11,Illinois,Blue Island,2300 block of Davis Ave,5,0
1733188,2020-07-12,Arkansas,Blytheville,700 block of W 66th Pl,1,3
2013059,2021-05-23,Arkansas,Blytheville,Hillman St and E Main St,0,5
1061748,2018-03-03,Louisiana,Bogalusa,Kings Highway and Utica Avenue,1,3
772989,2017-02-11,Mississippi,Bogue Chitto,Clifton Road and Midway Drive,0,4
266570,2014-12-21,North Carolina,Boone,4034 N Washington Blvd,2,2
565244,2016-05-15,Massachusetts,Boston,Rossman Dairy Road,5,0
571859,2016-06-04,Massachusetts,Boston,3600 block of Hudson Street,3,1
1256435,2018-11-14,Massachusetts,Boston,4896 Gus Young Ave,3,1
906568,2017-08-05,Massachusetts,Boston,1939 W Tennessee St,1,3
1893601,2021-01-03,Massachusetts,Boston,6900 block of Jewella Ave,2,3
106243,2014-02-12,Massachusetts,Boston,Constitution Park,1,3
984455,2017-11-09,Massachusetts,Boston,1800 block of Ringgold,0,4
1976538,2021-04-13,Massachusetts,Boston,2300 block of Hoffman St,0,4
1717173,2020-06-26,Massachusetts,Boston,5035 W McDowell Rd,0,4
1146547,2018-06-21,Massachusetts,Boston,6500 block of S Claremont Ave,0,4
1507939,2019-09-19,Massachusetts,Boston,1300 block of Columbia Rd NW,1,5
1277327,2018-12-15,Massachusetts,Boston,239 NW 16th St,0,5
1807325,2020-09-28,Massachusetts,Boston,6609 Michigan Ave,0,6
2125790,2021-09-26,Massachusetts,Boston,800 block of S Albany Ave,0,6
168551,2014-08-03,Massachusetts,Boston,3403 FM 1960,0,7
600398,2016-07-11,Colorado,Boulder,811 Port St,3,2
751367,2017-01-15,Kentucky,Bowling Green,6000 block of Church Road,1,4
1479395,2019-08-13,South Carolina,Bowman,E 38th St and E Roosevelt Ave,2,3
1087021,2018-04-08,Florida,Boynton Beach,1300 block of NW 63rd Terrace,2,2
501267,2016-02-06,Florida,Boynton Beach,12800 block of Cook Street,1,3
1124777,2018-05-25,Florida,Boynton Beach,1000 block of Ross Avenue,0,4
2103311,2021-08-29,Florida,Boynton Beach,N 41st St and W Lloyd St,0,4
1840041,2020-10-31,Pennsylvania,Braddock,7700 Baltimore Ave,0,7
704568,2016-11-18,Florida,Bradenton,5000 block of W Wabansia,0,4
1939789,2021-02-26,Alabama,Brandon,4700 block of Paige St,0,4
586044,2016-06-21,Washington,Bremerton,Mosshill Lane,0,4
555886,2016-05-06,Connecticut,Bridgeport,1300 block of Clay Street,1,3
554133,2016-05-06,Connecticut,Bridgeport,7101 Democracy Blvd,3,3
1748023,2020-07-26,Connecticut,Bridgeport,1000 block of W Monroe St,0,4
1725635,2020-07-05,Connecticut,Bridgeport,6 Blackberry Ln,0,4
1739413,2020-07-17,Connecticut,Bridgeport,SW Louisiana Terrace,0,4
1179619,2018-08-05,Connecticut,Bridgeport,1300 block of S Millard Ave,1,5
1727567,2020-07-06,Connecticut,Bridgeport,1305 W 76th St,0,6
1025673,2018-01-12,New Jersey,Bridgeton,2614 Jenkins Ct,3,2
1896774,2021-01-07,New Jersey,Bridgeton,1300 block of Columbia Rd NW,0,5
1807046,2020-09-26,Colorado,Brighton,100 block of N Lindenwood St,0,4
1438602,2019-07-02,Arkansas,Brinkley,6250 Page Ave,0,4
2011077,2021-05-21,Tennessee,Bristol,1st St and Quail St,1,5
2079913,2021-08-01,Tennessee,Bristol,Bourbon St and Orleans Ave,0,5
620247,2016-08-03,Massachusetts,Brockton,4110 Glenwood Road,1,3
1605770,2020-01-26,Massachusetts,Brockton,1935 Jake Alexander Blvd,0,6
204254,2014-10-08,New York,Bronx,1846 Western Ave,4,0
390050,2015-08-07,New York,Bronx,3182 Airport Rd,4,0
549071,2016-04-27,New York,Bronx,Pecan Drive,3,1
2119583,2021-09-19,New York,Bronx,300 block of Driving Park Ave,2,2
1660797,2020-04-17,New York,Bronx,4400 block of Beckford Dr,1,3
344302,2015-05-20,New York,Bronx,800 block of Linwood Avenue,1,3
1891461,2020-12-31,New York,Bronx,8215 Center Run Road,1,3
652759,2016-09-11,New York,Bronx,87 Van Wagenen Ave,1,3
2052689,2021-07-04,New York,Bronx,12 S College St,0,4
1142145,2018-06-14,New York,Bronx,400 block of Penn St,0,4
273965,2015-01-02,New York,Bronx,500 block of W. 54th Street,1,4
1210742,2018-09-15,New York,Bronx,820 S 21st St,0,4
101301,2014-01-27,New York,Bronx,821 Word Plaza,0,4
374965,2015-07-15,New York,Bronx,9200 block of Memorial,0,4
158306,2014-07-13,New York,Bronx,12600 Renton Avenue South ,0,5
104721,2014-02-07,New York,Bronx,Northwest 41st Street and 9th Avenue ,0,5
1137435,2018-06-10,New York,Bronx,12719 Tiara St,0,6
333576,2015-05-03,New York,Bronx,2801 Germantown Street,1,6
1773006,2020-08-23,Mississippi,Brookhaven,6600 S Halsted St,0,4
107417,2014-02-16,Mississippi,Brookhaven,4500 block of Charlene Terrace,1,6
2108414,2021-09-05,New York,Brooklyn,7518 Imogene St,4,0
2115947,2021-09-12,New York,Brooklyn,7th St W and N Walnut St,4,0
1151584,2018-06-28,New York,Brooklyn,888 Bestgate Rd,5,0
1025158,2017-01-27,New York,Brooklyn,Tenino Dr W,4,0
1919696,2021-02-03,New York,Brooklyn,200 block of Wild Hogg Dr,3,2
138370,2014-05-23,New York,Brooklyn,9541 Flower Street,2,2
1221794,2018-09-30,New York,Brooklyn,1300 E Palmer St,1,3
1213926,2018-09-20,New York,Brooklyn,1501 Perryman Rd,4,3
2094421,2021-08-18,New York,Brooklyn,19575 Scenery Dr,1,3
547319,2016-04-24,New York,Brooklyn,2000 block of West 68th Place,2,3
1892704,2021-01-01,New York,Brooklyn,2650 Dumas Dr,1,3
1405445,2019-05-26,New York,Brooklyn,3509 Wheeler Rd SE,1,3
481429,2016-01-07,New York,Brooklyn,3800 block of Kerwood Avenue,1,3
1049024,2018-02-13,New York,Brooklyn,5400 block of Andry St,2,3
1155906,2018-07-04,New York,Brooklyn,5456 E Fayetteville Rd,1,3
2002269,2021-05-12,New York,Brooklyn,5500 block of Kingsessing Ave,1,3
